Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TotalVisitors,AgeGroup,IncomeGroup,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried
1.9369209429266911,-0.7205375929896363,0.17478023243864613,1.4641460037013387,0.27513506747505256,1.7882121136917568,2.1757840044056933,1.5447919861773733,-1.5120736745473389,-1.256339328041199,-0.2622564770641433,0.015689176442395612,0.006157918889213782,0.5884301628845683,1.4858569298115005,0.0,True,False,False,True,False,True,False,False,False,False,False,True
0.1927493416557179,-0.7205375929896363,-0.7981556960997188,0.0710390074401594,0.27513506747505256,-0.7277182221363181,2.1757840044056933,1.5447919861773733,0.6891159793370204,-1.256339328041199,0.910652230759024,-0.9655974955910737,-0.11332565370291299,0.5884301628845683,-0.020064358246902288,0.0,True,False,True,False,True,False,False,False,False,False,False,True
0.5197815168940253,0.3657951987785225,-0.9197726871670143,0.0710390074401594,-2.4111410880051203,1.7882121136917568,-1.3122301199386572,-0.6473363462187068,-0.778343789919219,-1.256339328041199,0.910652230759024,0.015689176442395612,-0.438532958137129,0.5884301628845683,-0.020064358246902288,0.0,False,False,False,True,True,True,False,False,False,False,False,False
-0.025272108503153767,-0.7205375929896363,-0.43330472289783195,0.0710390074401594,1.3496455296671217,1.7882121136917568,-0.7308944325479321,1.5447919861773733,-0.778343789919219,0.7959633020158129,-0.2622564770641433,-0.9655974955910737,2.1761337695139678,-0.12306360172805536,-0.020064358246902288,1.224744871391589,True,False,True,False,False,False,False,False,False,False,False,False
-1.5514222596152554,-0.7205375929896363,-1.04138967823431,0.0710390074401594,1.3496455296671217,-0.7277182221363181,2.1757840044056933,-0.6473363462187068,-0.778343789919219,0.7959633020158129,-0.2622564770641433,0.015689176442395612,0.08685750924881554,-0.12306360172805536,-1.5259856463053052,0.0,True,False,True,False,True,True,False,False,False,False,False,False
-0.46131500882089704,-0.7205375929896363,1.8774181073807847,1.4641460037013387,0.27513506747505256,-0.7277182221363181,-0.14955874515720696,-0.6473363462187068,0.6891159793370204,0.7959633020158129,-0.2622564770641433,0.015689176442395612,0.21549506522501652,0.5884301628845683,-0.020064358246902288,0.0,False,False,True,False,True,True,False,False,False,False,False,False
0.08373861657628205,-0.7205375929896363,1.0260991699097155,-1.32206798882102,1.3496455296671217,-0.7277182221363181,0.43177694223351815,1.5447919861773733,1.4228458639651402,-1.256339328041199,-0.2622564770641433,0.015689176442395612,-0.5495852302439242,-0.834557366340679,-0.020064358246902288,-1.224744871391589,True,False,False,True,True,True,False,False,False,True,False,False
2.4819745683238703,-0.7205375929896363,-0.7981556960997188,1.4641460037013387,1.3496455296671217,-0.7277182221363181,1.0131126296242432,1.5447919861773733,1.4228458639651402,-1.256339328041199,2.0835609385821914,1.978262520509334,2.1761337695139678,2.0114176921098155,2.9917782178699035,1.224744871391589,True,False,True,False,False,False,False,False,True,False,True,False
1.7188994927678194,1.4521279905466813,-0.9197726871670143,-1.32206798882102,0.27513506747505256,0.5302469457777194,-0.14955874515720696,-0.6473363462187068,-1.5120736745473389,0.7959633020158129,-1.4351651848873106,0.9969758484758648,-0.13669240076226036,-1.5460511309533025,1.4858569298115005,0.0,False,False,False,True,False,False,False,True,False,True,False,False
-0.025272108503153767,-0.7205375929896363,2.1206520895153758,1.4641460037013387,0.27513506747505256,-0.7277182221363181,2.1757840044056933,-0.6473363462187068,-0.04461390529109929,0.7959633020158129,-0.2622564770641433,0.015689176442395612,0.22464904860909077,0.5884301628845683,-0.020064358246902288,0.0,True,False,True,False,True,True,False,False,False,True,False,False
